year,month,value
2001,3,0.68
2001,4,0.6
2001,5,0.73
2001,6,0.65
2001,7,0.72
2001,8,0.63
2001,9,0.7
2001,10,0.62
2001,11,0.8
2001,12,0.73
2002,1,0.97
2002,2,0.89
2002,3,1.13
2002,4,0.8
2002,5,0.86
2002,6,0.65
2002,7,0.84
2002,8,0.69
2002,9,0.82
2002,10,0.64
2002,11,0.71
2002,12,0.55
2003,1,0.92
2003,2,0.74
2003,3,0.73
2003,4,0.69
2003,5,0.87
2003,6,0.63
2003,7,0.65
2003,8,0.85
2003,9,0.82
2003,10,0.85
2003,11,0.65
2003,12,0.88
2004,1,0.74
2004,2,0.95
2004,3,0.85
2004,4,0.77
2004,5,0.48
2004,6,0.66
2004,7,0.23
2004,8,0.59
2004,9,0.59
2004,10,0.83
2004,11,0.89
2004,12,0.66
2005,1,0.96
2005,2,0.87
2005,3,0.96
2005,4,0.84
2005,5,0.75
2005,6,0.83
2005,7,0.8
2005,8,0.75
2005,9,0.99
2005,10,1.01
2005,11,0.9
2005,12,0.9
2006,1,0.77
2006,2,0.91
2006,3,0.8
2006,4,0.7
2006,5,0.52
2006,6,0.77
2006,7,0.65
2006,8,0.83
2006,9,0.73
2006,10,0.83
2006,11,0.85
2006,12,0.9
2007,1,1.22
2007,2,0.94
2007,3,0.92
2007,4,0.94
2007,5,0.95
2007,6,0.66
2007,7,0.79
2007,8,0.85
2007,9,0.81
2007,10,0.81
2007,11,0.73
2007,12,0.71
2008,1,0.48
2008,2,0.46
2008,3,0.9
2008,4,0.67
2008,5,0.56
2008,6,0.51
2008,7,0.74
2008,8,0.4
2008,9,0.82
2008,10,0.73
2008,11,0.81
2008,12,0.73
2009,1,0.75
2009,2,0.75
2009,3,0.66
2009,4,0.75
2009,5,0.84
2009,6,0.81
2009,7,0.88
2009,8,0.85
2009,9,0.91
2009,10,0.73
2009,11,0.84
2009,12,0.78
2010,1,0.98
2010,2,1.06
2010,3,1.13
2010,4,1
2010,5,0.97
2010,6,0.86
2010,7,0.74
2010,8,0.83
2010,9,0.86
2010,10,0.95
2010,11,1.02
2010,12,0.71
2011,1,0.73
2011,2,0.69
2011,3,0.78
2011,4,0.83
2011,5,0.64
2011,6,0.72
2011,7,0.9
2011,8,0.96
2011,9,0.78
2011,10,0.84
2011,11,0.79
2011,12,0.81
2012,1,0.62
2012,2,0.58
2012,3,0.71
2012,4,0.79
2012,5,0.93
2012,6,0.72
2012,7,0.57
2012,8,0.85
2012,9,0.89
2012,10,0.93
2012,11,0.95
2012,12,0.73
2013,1,0.98
2013,2,0.75
2013,3,0.86
2013,4,0.66
2013,5,0.65
2013,6,0.87
2013,7,0.66
2013,8,0.79
2013,9,1.01
2013,10,0.86
2013,11,0.89
2013,12,0.84
2014,1,0.96
2014,2,0.66
2014,3,0.78
2014,4,0.89
2014,5,1.04
2014,6,0.78
2014,7,0.73
2014,8,0.85
2014,9,1.09
2014,10,1
2014,11,0.81
2014,12,0.99
2015,1,0.95
2015,2,1.08
2015,3,1.11
2015,4,0.78
2015,5,0.85
2015,6,0.85
2015,7,0.71
2015,8,0.89
2015,9,0.81
2015,10,1.2
2015,11,1.19
2015,12,1.4
2016,1,1.35
2016,2,1.64
2016,3,1.65
2016,4,1.36
2016,5,1.15
2016,6,0.91
2016,7,0.97
2016,8,1.31
2016,9,1.1
2016,10,1.21
2016,11,1.18
2016,12,1.13
2017,1,1.14
2017,2,1.41
2017,3,1.39
2017,4,1.18
2017,5,1.21
2017,6,0.77
2017,7,1.06
2017,8,1.09
2017,9,1
2017,10,1.19
2017,11,1.19
2017,12,1.19
