year,month,value
2001,6,0.54
2001,7,0.61
2001,8,0.48
2001,9,0.54
2001,10,0.5
2001,11,0.7
2001,12,0.56
2002,1,0.75
2002,2,0.75
2002,3,0.9
2002,4,0.57
2002,5,0.63
2002,6,0.55
2002,7,0.61
2002,8,0.53
2002,9,0.63
2002,10,0.55
2002,11,0.58
2002,12,0.44
2003,1,0.73
2003,2,0.55
2003,3,0.58
2003,4,0.54
2003,5,0.61
2003,6,0.48
2003,7,0.54
2003,8,0.65
2003,9,0.64
2003,10,0.74
2003,11,0.53
2003,12,0.74
2004,1,0.58
2004,2,0.73
2004,3,0.64
2004,4,0.63
2004,5,0.4
2004,6,0.43
2004,7,0.25
2004,8,0.44
2004,9,0.51
2004,10,0.64
2004,11,0.71
2004,12,0.49
2005,1,0.7
2005,2,0.56
2005,3,0.72
2005,4,0.68
2005,5,0.63
2005,6,0.66
2005,7,0.64
2005,8,0.62
2005,9,0.76
2005,10,0.76
2005,11,0.72
2005,12,0.66
2006,1,0.57
2006,2,0.69
2006,3,0.62
2006,4,0.5
2006,5,0.47
2006,6,0.64
2006,7,0.52
2006,8,0.7
2006,9,0.62
2006,10,0.67
2006,11,0.7
2006,12,0.74
2007,1,0.95
2007,2,0.7
2007,3,0.69
2007,4,0.74
2007,5,0.66
2007,6,0.58
2007,7,0.6
2007,8,0.58
2007,9,0.6
2007,10,0.58
2007,11,0.55
2007,12,0.47
2008,1,0.23
2008,2,0.35
2008,3,0.73
2008,4,0.52
2008,5,0.47
2008,6,0.46
2008,7,0.59
2008,8,0.44
2008,9,0.63
2008,10,0.63
2008,11,0.65
2008,12,0.53
2009,1,0.61
2009,2,0.51
2009,3,0.52
2009,4,0.59
2009,5,0.65
2009,6,0.65
2009,7,0.71
2009,8,0.66
2009,9,0.69
2009,10,0.64
2009,11,0.77
2009,12,0.66
2010,1,0.74
2010,2,0.8
2010,3,0.92
2010,4,0.85
2010,5,0.73
2010,6,0.63
2010,7,0.6
2010,8,0.63
2010,9,0.59
2010,10,0.69
2010,11,0.78
2010,12,0.47
2011,1,0.49
2011,2,0.51
2011,3,0.63
2011,4,0.62
2011,5,0.5
2011,6,0.57
2011,7,0.71
2011,8,0.71
2011,9,0.54
2011,10,0.64
2011,11,0.56
2011,12,0.53
2012,1,0.45
2012,2,0.48
2012,3,0.56
2012,4,0.68
2012,5,0.74
2012,6,0.63
2012,7,0.54
2012,8,0.61
2012,9,0.72
2012,10,0.75
2012,11,0.74
2012,12,0.53
2013,1,0.67
2013,2,0.55
2013,3,0.67
2013,4,0.53
2013,5,0.58
2013,6,0.65
2013,7,0.58
2013,8,0.66
2013,9,0.77
2013,10,0.68
2013,11,0.79
2013,12,0.66
2014,1,0.74
2014,2,0.52
2014,3,0.76
2014,4,0.77
2014,5,0.85
2014,6,0.66
2014,7,0.56
2014,8,0.8
2014,9,0.87
2014,10,0.81
2014,11,0.66
2014,12,0.79
2015,1,0.81
2015,2,0.87
2015,3,0.91
2015,4,0.75
2015,5,0.76
2015,6,0.79
2015,7,0.72
2015,8,0.79
2015,9,0.82
2015,10,1.08
2015,11,1.03
2015,12,1.11
2016,1,1.16
2016,2,1.34
2016,3,1.31
2016,4,1.08
2016,5,0.91
2016,6,0.79
2016,7,0.83
2016,8,1
2016,9,0.88
2016,10,0.89
2016,11,0.9
2016,12,0.82
2017,1,0.97
2017,2,1.12
2017,3,1.13
2017,4,0.93
2017,5,0.88
2017,6,0.7
2017,7,0.81
2017,8,0.87
2017,9,0.8
2017,10,0.9
2017,11,0.9
2017,12,0.9
